name,planet_type,detection_method,discovery_year,year_class,mass_jup,rayon_jup,orbital_radius,orbital_period,eccentricity,distance,luminosité
HD 93083 b,Gas Giant,Radial Velocity,2005,Before 2010,0.37,1.2,0.477,0.3931554,0.14,93.0,8.3
HD 93351 b,Super Earth,Radial Velocity,2022,After 2020,0.011146369500000001,0.15164,0.034915,0.0068446267,-0.13,183.0,9.12
HD 93351 c,Gas Giant,Radial Velocity,2022,After 2020,13.31055,1.1,11.342789,38.4,0.11,183.0,9.12
HD 93385 b,Super Earth,Radial Velocity,2021,After 2020,0.01323,0.16769599999999998,0.0756,0.019986311,0.295,141.0,7.49
HD 93385 c,Neptune-like,Radial Velocity,2021,After 2020,0.022365,0.229,0.112,0.03613963,0.2,141.0,7.49
HD 93385 d,Neptune-like,Radial Velocity,2021,After 2020,0.027405,0.258,0.2565,0.12566735,0.09,141.0,7.49
HD 93963 A b,Super Earth,Transit,2022,After 2020,0.024569999999999998,0.12042000000000001,0.02085,0.0027378509,0.0,269.0,9.182
HD 93963 A c,Super Earth,Transit,2022,After 2020,0.06048,0.288,0.04813,0.009856262,0.0,269.0,9.182
HD 9446 b,Gas Giant,Radial Velocity,2009,Before 2010,0.7,1.25,0.189,0.08240931,0.2,164.0,8.35
HD 9446 c,Gas Giant,Radial Velocity,2009,Before 2010,1.82,1.2,0.654,0.5281314,0.06,164.0,8.35
HD 94834 b,Gas Giant,Radial Velocity,2018,2010–2020,1.26,1.22,2.74,4.3,0.14,320.0,7.6
HD 95086 b,Gas Giant,Direct Imaging,2013,2010–2020,5.0,1.15,55.7,328.8,0.0,281.0,7.36
HD 95089 b,Gas Giant,Radial Velocity,2009,Before 2010,1.26,1.22,1.36,1.2714579,0.12,447.0,7.92
HD 95089 c,Gas Giant,Radial Velocity,2018,2010–2020,3.45,1.17,3.33,4.9,0.28,447.0,7.92
HD 95127 b,Gas Giant,Radial Velocity,2015,2010–2020,10.63,1.11,1.28,1.3196441,0.11,2207.0,8.15
HD 95338 b,Gas Giant,Radial Velocity,2020,2010–2020,0.13353,0.347,0.262,0.15085557,0.2,121.0,8.62
HD 95544 b,Gas Giant,Radial Velocity,2021,After 2020,6.63332,1.13,3.167126,5.6,0.05,286.0,8.39
HD 95735 c,Neptune-like,Radial Velocity,2021,After 2020,0.042839999999999996,0.335,2.94,8.1,0.13,19.0,7.49
HD 95872 b,Gas Giant,Radial Velocity,2015,2010–2020,3.74,1.16,5.15,12.0,0.06,236.0,9.955
HD 96063 b,Gas Giant,Radial Velocity,2011,2010–2020,1.27,1.22,1.11,0.9924709,0.17,457.0,8.21
HD 96127 b,Gas Giant,Radial Velocity,2011,2010–2020,20.96,01.08,1.42,1.8,0.3,1917.0,7.40521
HD 96167 b,Gas Giant,Radial Velocity,2009,Before 2010,0.717,1.25,1.332,1.3634497,0.69,278.0,08.09
HD 96700 b,Neptune-like,Radial Velocity,2021,After 2020,0.028035,0.261,0.0777,0.022176592,0.138,83.0,6.51
HD 96700 c,Super Earth,Radial Velocity,2021,After 2020,0.011025,0.150748,0.141,0.05448323,0.293,83.0,6.51
HD 96700 d,Neptune-like,Radial Velocity,2021,After 2020,0.040005,0.322,0.424,0.28336754,0.27,83.0,6.51
HD 96992 b,Gas Giant,Radial Velocity,2021,After 2020,1.14,1.22,1.24,1.4,0.41,1292.0,8.57
HD 97037 b,Gas Giant,Radial Velocity,2022,After 2020,20.99889,01.08,6.91483,17.7,0.36,106.0,6.81828
HD 97048 b,Gas Giant,Disk Kinematics,2019,2010–2020,2.5,1.18,130.0,957.3,0.0,600.0,8.44
HD 97658 b,Super Earth,Radial Velocity,2010,2010–2020,0.026145,0.18910400000000002,0.0805,0.026009582,0.05,70.0,7.76
HD 98219 b,Gas Giant,Radial Velocity,2011,2010–2020,1.964,1.2,1.26,1.1876796,0.08,371.0,08.05
HD 98649 b,Gas Giant,Radial Velocity,2012,2010–2020,8.38591,1.12,6.29367,15.6,0.84,138.0,8.0
HD 98736 b,Gas Giant,Radial Velocity,2018,2010–2020,2.33,1.19,1.864,2.7,0.23,106.0,7.93
HD 99109 b,Gas Giant,Radial Velocity,2005,Before 2010,0.44,1.28,1.11,1.2027378,0.09,179.0,9.1
HD 99283 b,Gas Giant,Radial Velocity,2021,After 2020,0.97,1.23,01.08,0.84982884,0.2,362.0,5.72916
HD 99492 b,Neptune-like,Radial Velocity,2004,Before 2010,0.070081515,0.448,0.12,0.046543464,0.25,59.0,7.56727
HD 99706 b,Gas Giant,Radial Velocity,2011,2010–2020,1.23,1.22,1.98,2.3,0.25,478.0,7.65
HIP 105854 b,Gas Giant,Radial Velocity,2014,2010–2020,8.2,1.12,0.81,0.5043121,0.02,257.0,5.64
HIP 107772 b,Neptune-like,Radial Velocity,2020,2010–2020,0.040635000000000004,0.325,0.243,0.15112936,0.18,77.0,10.56
HIP 107773 b,Gas Giant,Radial Velocity,2015,2010–2020,1.98,1.19,0.72,0.39507186,0.09,343.0,5.62
HIP 109384 b,Gas Giant,Radial Velocity,2016,2010–2020,1.56,1.21,1.134,1.3675565,0.55,192.0,9.61
HIP 109600 b,Gas Giant,Radial Velocity,2016,2010–2020,2.68,1.18,0.706,0.6354552,0.16,216.0,9.18
HIP 114933 b,Gas Giant,Radial Velocity,2021,After 2020,1.94,1.2,2.84,4.1,0.21,332.0,7.25
HIP 116454 b,Super Earth,Transit,2014,2010–2020,0.040046580000000005,0.22,0.0906,0.024914443,0.2,204.0,10.19
HIP 12961 b,Gas Giant,Radial Velocity,2010,2010–2020,0.36,1.18,0.25,0.15715264,0.17,76.0,10.25
HIP 14810 b,Gas Giant,Radial Velocity,2005,Before 2010,3.9,1.16,0.0696,0.0183436,0.14,165.0,8.520001
HIP 14810 c,Gas Giant,Radial Velocity,2006,Before 2010,1.31,1.22,0.549,0.40438056,0.16,165.0,8.520001
HIP 14810 d,Gas Giant,Radial Velocity,2009,Before 2010,0.59,1.26,1.94,2.7,0.19,165.0,8.520001
HIP 19976 b,Neptune-like,Radial Velocity,2022,After 2020,0.06486149249999999,0.428,0.234337,0.13880904,0.3,131.0,10.48
HIP 19976 c,Gas Giant,Radial Velocity,2022,After 2020,29.89588,01.06,11.460432,46.9,0.41,131.0,10.48
HIP 21152 b,Gas Giant,Direct Imaging,2022,After 2020,24.0,01.07,17.0,60.3,0.36,142.0,6.37009
HIP 34222 b,Gas Giant,Radial Velocity,2021,After 2020,0.83,1.24,0.492,0.4380561,0.31,74.0,10.14
HIP 35173 b,Neptune-like,Radial Velocity,2019,2010–2020,0.040005,0.322,0.217,0.11362081,0.16,108.0,09.01
HIP 35965 b,Gas Giant,Radial Velocity,2022,After 2020,8.01555,1.12,16.015432,71.6,0.14,164.0,10.18
HIP 38594 b,Neptune-like,Radial Velocity,2020,2010–2020,0.025515,0.247,0.256,0.16618754,0.17,58.0,9.75
HIP 38594 c,Gas Giant,Radial Velocity,2020,2010–2020,0.15228,0.708,3.805,9.5,0.16,58.0,9.75
HIP 4845 b,Neptune-like,Radial Velocity,2020,2010–2020,0.045360000000000004,0.347,0.176,0.0936345,0.25,69.0,10.06
HIP 48714 b,Neptune-like,Radial Velocity,2020,2010–2020,0.07213499999999999,0.456,0.112,0.04873374,0.5,34.0,8.99
HIP 5158 b,Gas Giant,Radial Velocity,2009,Before 2010,1.42,1.21,0.89,0.946475,0.52,168.0,10.16
HIP 5158 c,Gas Giant,Radial Velocity,2011,2010–2020,15.04,01.09,7.7,24.7,0.14,168.0,10.16
HIP 54373 b,Neptune-like,Radial Velocity,2019,2010–2020,0.027152999999999997,0.256,0.063,0.021355236,0.2,61.0,10.38
HIP 54373 c,Neptune-like,Radial Velocity,2019,2010–2020,0.039186,0.318,0.099,0.041341547,0.2,61.0,10.38
HIP 55507 b,Gas Giant,Radial Velocity,2022,After 2020,8.25957,1.12,5.055931,14.1,0.36,83.0,9.8
HIP 56640 b,Gas Giant,Radial Velocity,2021,After 2020,6.76984,1.13,4.550828,7.3,0.12,399.0,7.94
HIP 57274 b,Neptune-like,Radial Velocity,2011,2010–2020,0.020023290000000003,0.214,0.07,0.022176592,0.19,84.0,8.97
HIP 57274 c,Gas Giant,Radial Velocity,2011,2010–2020,0.40902,1.27,0.178,0.08761123,0.05,84.0,8.97
HIP 57274 d,Gas Giant,Radial Velocity,2011,2010–2020,0.5267,1.27,01.01,1.1819302,0.27,84.0,8.97
HIP 5763 b,Gas Giant,Radial Velocity,2021,After 2020,0.51,1.27,0.17,0.08213552,0.05,104.0,9.82
HIP 63242 b,Gas Giant,Radial Velocity,2013,2010–2020,9.18,1.12,0.565,0.34113622,0.23,510.0,6.86
HIP 65407 b,Gas Giant,Radial Velocity,2016,2010–2020,0.428,1.28,0.177,0.07693361,0.14,202.0,9.38
HIP 65407 c,Gas Giant,Radial Velocity,2016,2010–2020,0.784,1.24,0.316,0.18425737,0.12,202.0,9.38
HIP 65426 b,Gas Giant,Direct Imaging,2017,2010–2020,9.0,1.5,92.0,630.7,0.0,355.0,07.01
HIP 65891 b,Gas Giant,Radial Velocity,2015,2010–2020,6.08401,1.14,2.79266,3.0,0.13,490.0,6.75
HIP 65 A b,Gas Giant,Transit,2020,2010–2020,3.213,02.03,0.01782,0.0027378509,0.0,202.0,11.0
HIP 67537 b,Gas Giant,Radial Velocity,2017,2010–2020,13.5584,1.1,4.818835,6.9,0.59,379.0,6.43
HIP 67851 b,Gas Giant,Radial Velocity,2015,2010–2020,1.56675,1.21,0.482387,0.24339494,0.06,209.0,6.17
HIP 67851 c,Gas Giant,Radial Velocity,2015,2010–2020,7.64758,1.13,6.032077,10.7,0.36,209.0,6.17
HIP 70849 b,Gas Giant,Radial Velocity,2009,Before 2010,9.0,1.12,20.25,47.5,0.72,78.0,10.421
HIP 71135 b,Neptune-like,Radial Velocity,2019,2010–2020,0.05922,0.406,0.335,0.23874058,0.21,105.0,10.53
HIP 74890 b,Gas Giant,Radial Velocity,2016,2010–2020,2.4,1.18,2.1,2.3,0.07,257.0,07.05
HIP 75056 A b,Gas Giant,Direct Imaging,2021,After 2020,25.0,2.0,30.0,128.8,0.5,408.0,7.78
HIP 75092 b,Gas Giant,Radial Velocity,2021,After 2020,1.79,1.2,02.02,2.5,0.42,266.0,7.11
HIP 78530 b,Gas Giant,Direct Imaging,2010,2010–2020,23.0,01.07,740.0,12738.7,0.0,446.0,7.1691
HIP 79098 AB b,Gas Giant,Direct Imaging,2019,2010–2020,20.5,01.08,345.0,3311.0,0.0,476.0,5.86
HIP 79431 b,Gas Giant,Radial Velocity,2009,Before 2010,2.1,1.19,0.36,0.30581793,0.29,47.0,11.394
HIP 8541 b,Gas Giant,Radial Velocity,2016,2010–2020,8.24857,1.12,3.736626,5.1,0.36,506.0,7.88
HIP 86221 b,Gas Giant,Radial Velocity,2021,After 2020,0.71,1.25,0.031,0.006023272,0.09,96.0,9.25
HIP 90988 b,Gas Giant,Radial Velocity,2021,After 2020,2.09892,1.19,1.359652,1.2476386,0.08,307.0,7.75
HIP 91258 b,Gas Giant,Radial Velocity,2013,2010–2020,01.09,1.23,0.06,0.013963039,0.02,150.0,8.65
HIP 94235 b,Neptune-like,Transit,2022,After 2020,1.19247,0.268,0.0787,0.021081451,0.32,191.0,8.31
HIP 948 b,Gas Giant,Radial Velocity,2022,After 2020,20.17031,01.08,14.91853,68.4,0.23,114.0,9.92
HIP 97166 b,Neptune-like,Transit,2021,After 2020,0.063,0.244,0.089,0.028199865,0.16,215.0,9.92
HIP 97166 c,Neptune-like,Radial Velocity,2021,After 2020,0.031185,0.278,0.124,0.04599589,0.25,215.0,9.92
HIP 97233 b,Gas Giant,Radial Velocity,2014,2010–2020,20.13421,01.08,2.490819,2.9,0.63,334.0,7.34
HN Pegasi b,Gas Giant,Direct Imaging,2006,Before 2010,21.9987,1.051,773.0,20692.2,0.0,59.0,5.97707
HR 2562 b,Gas Giant,Direct Imaging,2016,2010–2020,30.0,1.11,20.3,80.3,0.0,111.0,6.11
HR 5183 b,Gas Giant,Radial Velocity,2019,2010–2020,3.23,1.17,18.0,74.0,0.84,103.0,6.33432
HR 810 b,Gas Giant,Radial Velocity,1999,Before 2010,2.27,1.19,0.92,0.82902116,0.14,56.0,5.4
HR 858 b,Super Earth,Transit,2019,2010–2020,0.01575,0.185982,0.048,0.009856262,0.3,104.0,6.38
HR 858 c,Super Earth,Transit,2019,2010–2020,0.013923,0.1729588,0.0674,0.016427105,0.19,104.0,6.38
HR 858 d,Neptune-like,Transit,2019,2010–2020,0.016758000000000002,0.19302880000000003,0.1027,0.030663928,0.28,104.0,6.38
HR 8799 b,Gas Giant,Direct Imaging,2008,Before 2010,7.0,1.2,68.0,465.8,0.0,135.0,5.98
HR 8799 c,Gas Giant,Direct Imaging,2008,Before 2010,10.0,1.2,38.0,189.0,0.5,135.0,5.98
HR 8799 d,Gas Giant,Direct Imaging,2008,Before 2010,10.0,1.2,24.0,101.4,0.6,135.0,5.98
HR 8799 e,Gas Giant,Direct Imaging,2010,2010–2020,10.0,1.17,16.4,57.0,0.15,135.0,5.98
HU Aquarii AB b,Gas Giant,Eclipse Timing Variations,2011,2010–2020,5.9,1.14,3.6,6.5,0.0,627.0,16.183
HU Aquarii AB c,Gas Giant,Eclipse Timing Variations,2011,2010–2020,4.5,1.15,5.4,12.0,0.51,627.0,16.183
IC 4651 9122 b,Gas Giant,Radial Velocity,2018,2010–2020,6.3,1.14,2.038,2.0,0.18,2803.0,10.909
Iota Draconis b,Gas Giant,Radial Velocity,2002,Before 2010,11.82,1.1,1.453,1.4,0.7,102.0,3.29668
Iota Draconis c,Gas Giant,Radial Velocity,2022,After 2020,15.6,01.09,19.4,68.5,0.46,102.0,3.29668
K2-100 b,Neptune-like,Transit,2016,2010–2020,0.06867000000000001,0.346,0.0301,0.0046543465,0.0,616.0,10.651
K2-101 b,Super Earth,Transit,2016,2010–2020,0.014679000000000001,0.1784,0.1124,0.040246405,0.1,614.0,12.892
K2-104 b,Super Earth,Transit,2016,2010–2020,0.012159,0.159668,0.0242,0.0054757018,0.09,617.0,15.989
K2-105 b,Neptune-like,Transit,2017,2010–2020,0.0945,0.32,0.0833,0.022724163,0.0,646.0,11.752
K2-107 b,Gas Giant,Transit,2017,2010–2020,0.84,1.426,0.0475,0.009034907,0.0,2235.0,13.012
K2-108 b,Gas Giant,Transit,2017,2010–2020,0.18689,0.476,0.0581,0.012867898,0.18,1557.0,12.339
K2-10 b,Neptune-like,Transit,2015,2010–2020,0.08505,0.343,0.137,0.05284052,0.31,888.0,12.429
K2-110 b,Super Earth,Transit,2017,2010–2020,0.052605,0.228,0.1027,0.038056124,0.08,380.0,11.985
K2-111 b,Super Earth,Transit,2017,2010–2020,0.0166635,0.16234400000000002,0.057,0.014784395,0.13,654.0,11.13
K2-111 c,Neptune-like,Radial Velocity,2020,2010–2020,0.035595,0.301,0.1166,0.04298426,0.07,654.0,11.13
K2-113 b,Gas Giant,Transit,2017,2010–2020,1.29,1.083,0.0642,0.015879534,0.0,2074.0,13.744
K2-114 b,Gas Giant,Transit,2017,2010–2020,02.01,0.932,0.0943,0.031211497,0.08,1552.0,14.55
K2-115 b,Gas Giant,Transit,2017,2010–2020,0.84,1.076,0.143,0.05557837,0.14,1349.0,13.444
K2-116 b,Terrestrial,Transit,2017,2010–2020,0.00080955,0.061548,0.048,0.012867898,0.06,161.0,10.8
K2-117 b,Super Earth,Transit,2017,2010–2020,0.015057000000000001,0.181076,0.0189,0.003559206,0.06,332.0,14.639
K2-117 c,Super Earth,Transit,2017,2010–2020,0.015435,0.183752,0.0492,0.014784395,0.15,332.0,14.639
K2-118 b,Neptune-like,Transit,2017,2010–2020,0.0220185,0.227,0.245,0.13935661,0.2,1049.0,14.0
K2-119 b,Neptune-like,Transit,2017,2010–2020,0.021861000000000002,0.226,0.0698,0.021081451,0.07,1193.0,14.818
K2-11 b,Gas Giant,Transit,2015,2010–2020,0.14,0.674,0.2257,0.10924025,0.0,1074.0,13.409
K2-120 b,Super Earth,Transit,2017,2010–2020,0.014805,0.17929199999999998,0.078,0.026283368,0.14,944.0,14.092
K2-121 b,Gas Giant,Transit,2017,2010–2020,0.139,0.671,0.0629,0.014236824,0.22,553.0,13.229
K2-122 b,Super Earth,Transit,2017,2010–2020,0.0051975,0.103472,0.0373,0.006023272,0.21,235.0,13.105
K2-123 b,Neptune-like,Transit,2017,2010–2020,0.0253575,0.246,0.1649,0.08487337,0.06,527.0,14.781
K2-124 b,Neptune-like,Transit,2017,2010–2020,0.0275625,0.259,0.049,0.017522246,0.08,458.0,16.692
K2-125 b,Neptune-like,Transit,2017,2010–2020,0.0169785,0.19445600000000002,0.121,0.059685145,0.08,405.0,16.4
K2-126 b,Super Earth,Transit,2017,2010–2020,0.014301,0.175724,0.0656,0.020260096,0.06,336.0,12.759
K2-127 b,Gas Giant,Transit,2017,2010–2020,0.167,0.747,0.0411,0.009856262,0.12,2316.0,15.041
K2-128 b,Super Earth,Transit,2017,2010–2020,0.008190000000000001,0.126664,0.056,0.015605749,0.23,374.0,12.58
K2-129 b,Super Earth,Transit,2017,2010–2020,0.0035280000000000003,0.092768,0.057,0.022450376,0.13,91.0,13.639
K2-12 b,Neptune-like,Transit,2015,2010–2020,0.019026,0.208,0.0802,0.022724163,0.0,1065.0,12.38
K2-130 b,Super Earth,Transit,2017,2010–2020,0.006615,0.1115,0.032,0.0068446267,0.17,385.0,12.676
K2-131 b,Super Earth,Transit,2017,2010–2020,0.019844999999999998,0.1338,0.0095,0.0010951404,0.0,497.0,12.129
K2-132 b,Gas Giant,Transit,2017,2010–2020,0.49,1.3,0.0916,0.025188226,0.29,1989.0,12.071
K2-133 b,Super Earth,Transit,2017,2010–2020,0.007434,0.11952800000000001,0.03194,0.008487337,0.0,245.0,14.073
K2-133 c,Super Earth,Transit,2017,2010–2020,0.01008,0.1429876,0.04341,0.013415469,0.0,245.0,14.073
K2-133 d,Super Earth,Transit,2017,2010–2020,0.0147105,0.1786676,0.07487,0.030116359,0.0,245.0,14.073
K2-133 e,Super Earth,Transit,2019,2010–2020,0.011466,0.154316,0.1346,0.07282683,0.0,245.0,14.073
K2-136 c,Neptune-like,Transit,2017,2010–2020,0.02772,0.26,0.11728,0.047364816,0.13,193.0,11.101
K2-137 b,Terrestrial,Transit,2017,2010–2020,0.5,0.057088,0.0058,0.0005475702,0.0,323.0,15.94
K2-138 b,Super Earth,Transit,2017,2010–2020,0.009765000000000001,0.134692,0.03385,0.006570842,0.05,661.0,12.246
K2-138 c,Neptune-like,Transit,2017,2010–2020,0.0198765,0.205,0.04461,0.009856262,0.05,661.0,12.246
K2-138 d,Super Earth,Transit,2017,2010–2020,0.024948,0.213,0.05893,0.014784395,0.04,661.0,12.246
K2-138 e,Neptune-like,Transit,2017,2010–2020,0.0408555,0.302,0.0782,0.022724163,0.08,661.0,12.246
K2-138 f,Terrestrial,Transit,2017,2010–2020,0.005134499999999999,0.259,0.10447,0.03504449,0.06,661.0,12.246
K2-138 g,Neptune-like,Transit,2021,After 2020,0.013608,0.269,0.23109,0.114989735,0.06,661.0,12.246
K2-139 b,Gas Giant,Transit,2017,2010–2020,0.387,0.813,0.1796,0.07775496,0.12,502.0,11.652
K2-13 b,Super Earth,Transit,2015,2010–2020,0.013324500000000001,0.168588,0.2114,0.10924025,0.0,1117.0,12.882
K2-140 b,Gas Giant,Transit,2017,2010–2020,0.93,1.21,0.068,0.018069815,0.0,1135.0,12.727
K2-141 b,Super Earth,Transit,2018,2010–2020,0.016002,0.134692,0.00716,0.00082135526,0.0,202.0,11.454
K2-146 b,Super Earth,Transit,2018,2010–2020,0.018175499999999997,0.18286,0.0248,0.007118412,0.13,259.0,16.7
K2-146 c,Super Earth,Transit,2019,2010–2020,0.0235935,0.195348,0.0327,0.0109514035,0.08,259.0,16.7
K2-147 b,Terrestrial,Transit,2018,2010–2020,0.00099225,0.065116,0.0159,0.0027378509,0.0,295.0,14.044
K2-148 b,Super Earth,Transit,2018,2010–2020,0.0073395000000000005,0.118636,0.0454,0.012046544,0.0,406.0,13.627
K2-148 c,Super Earth,Transit,2018,2010–2020,0.011466,0.154316,0.0616,0.01889117,0.0,406.0,13.627
K2-148 d,Super Earth,Transit,2018,2010–2020,0.0104895,0.146288,0.0774,0.026830938,0.0,406.0,13.627
K2-149 b,Super Earth,Transit,2018,2010–2020,0.0104895,0.146288,0.083,0.030937715,0.0,403.0,14.543
K2-14 b,Neptune-like,Transit,2015,2010–2020,0.065205,0.429,0.0627,0.022997946,0.14,1188.0,15.78
K2-150 b,Super Earth,Transit,2018,2010–2020,0.014679000000000001,0.1784,0.0727,0.02902122,0.0,334.0,15.784
K2-151 b,Super Earth,Transit,2018,2010–2020,0.0089145,0.132908,0.0373,0.010403832,0.0,227.0,14.175
K2-152 b,Neptune-like,Transit,2018,2010–2020,0.018459,0.204,0.1716,0.08925393,0.0,354.0,13.728
K2-153 b,Super Earth,Transit,2018,2010–2020,0.014679000000000001,0.1784,0.0614,0.02053388,0.0,467.0,14.96
K2-154 b,Super Earth,Transit,2018,2010–2020,0.014553,0.177508,0.0405,0.010130048,0.0,422.0,13.861
K2-154 c,Super Earth,Transit,2018,2010–2020,0.015561000000000002,0.184644,0.0677,0.021902807,0.0,422.0,13.861
K2-155 b,Super Earth,Transit,2018,2010–2020,0.0122535,0.16056,0.0562,0.017248461,0.0,237.0,12.773
K2-155 c,Neptune-like,Transit,2018,2010–2020,0.022900499999999997,0.232,0.0946,0.038056124,0.0,237.0,12.773
K2-155 d,Super Earth,Transit,2018,2010–2020,0.013450499999999999,0.16948,0.1937,0.111430526,0.0,237.0,12.773
K2-156 b,Super Earth,Transit,2018,2010–2020,0.004315500000000001,0.09812000000000001,0.0149,0.0021902807,0.0,490.0,13.4
K2-158 b,Neptune-like,Transit,2018,2010–2020,0.023499,0.236,0.0887,0.027652293,0.0,644.0,11.774
K2-158 c,Super Earth,Transit,2018,2010–2020,0.006867000000000001,0.114176,0.0622,0.01615332,0.0,644.0,11.774
K2-159 b,Neptune-like,Transit,2018,2010–2020,0.018049500000000003,0.202,0.1013,0.03394935,0.0,558.0,11.995
K2-15 b,Neptune-like,Transit,2015,2010–2020,0.0211365,0.221,0.091,0.03230664,0.0,1611.0,14.758
K2-162 b,Super Earth,Transit,2018,2010–2020,0.0084105,0.128448,0.0795,0.026009582,0.0,406.0,12.278
K2-166 b,Neptune-like,Transit,2018,2010–2020,0.017104499999999998,0.195348,0.0858,0.023271732,0.0,1556.0,12.081
K2-167 b,Neptune-like,Transit,2018,2010–2020,0.0181125,0.202,0.0999,0.027378507,0.41,264.0,8.24
K2-16 b,Super Earth,Transit,2015,2010–2020,0.014931000000000002,0.180184,0.0667,0.020807665,0.0,1093.0,14.668
K2-16 c,Neptune-like,Transit,2015,2010–2020,0.0220185,0.227,0.1229,0.05229295,0.0,1093.0,14.668
K2-174 b,Neptune-like,Transit,2018,2010–2020,0.022900499999999997,0.232,0.126,0.053661875,0.0,326.0,12.456
K2-17 b,Neptune-like,Transit,2015,2010–2020,0.01764,0.198916,0.119,0.049281314,0.18,408.0,13.411
K2-180 b,Super Earth,Transit,2018,2010–2020,0.036041733,0.225,0.0734,0.02436687,0.0,665.0,12.557
K2-181 b,Neptune-like,Transit,2018,2010–2020,0.0266175,0.253,0.0706,0.01889117,0.0,1177.0,12.669
K2-182 b,Neptune-like,Transit,2018,2010–2020,0.063,0.24,0.0526,0.012867898,0.04,505.0,11.833
K2-183 c,Neptune-like,Transit,2018,2010–2020,0.018585,0.205,0.0932,0.02956879,0.0,1073.0,12.867
K2-183 d,Neptune-like,Transit,2018,2010–2020,0.018585,0.205,0.1527,0.06187543,0.0,1073.0,12.867
K2-184 b,Super Earth,Transit,2018,2010–2020,0.008693999999999999,0.131124,0.1685,0.046543464,0.0,247.0,10.345
K2-187 b,Super Earth,Transit,2018,2010–2020,0.005890500000000001,0.10704,0.0164,0.0021902807,0.0,1079.0,13.102
K2-187 c,Super Earth,Transit,2018,2010–2020,0.008001,0.12487999999999999,0.0392,0.007939767,0.0,1079.0,13.102
K2-187 d,Neptune-like,Transit,2018,2010–2020,0.0200025,0.214,0.072,0.01943874,0.0,1079.0,13.102
K2-187 e,Super Earth,Transit,2018,2010–2020,0.013450499999999999,0.16948,0.1106,0.037234772,0.0,1079.0,13.102
K2-188 b,Super Earth,Transit,2018,2010–2020,0.0075285000000000005,0.12042000000000001,0.0289,0.0046543465,0.0,1458.0,12.657
K2-188 c,Neptune-like,Transit,2018,2010–2020,0.02646,0.252,0.0785,0.021355236,0.0,1458.0,12.657
K2-189 b,Super Earth,Transit,2018,2010–2020,0.009198,0.135584,0.0361,0.007118412,0.0,790.0,12.398
K2-189 c,Neptune-like,Transit,2018,2010–2020,0.021419999999999998,0.223,0.068,0.0183436,0.0,790.0,12.398
K2-18 b,Super Earth,Transit,2015,2010–2020,0.028098,0.211,0.1429,0.09007529,0.2,124.0,13.477
K2-18 c,Neptune-like,Radial Velocity,2017,2010–2020,0.0236565,0.236,0.06,0.024640657,0.47,124.0,13.477
K2-192 b,Super Earth,Transit,2018,2010–2020,0.009198,0.135584,0.049,0.011498973,0.0,723.0,12.656
K2-193 b,Neptune-like,Transit,2018,2010–2020,0.04662,0.352,0.1184,0.04052019,0.0,1344.0,13.341
K2-195 b,Neptune-like,Transit,2018,2010–2020,0.031374000000000006,0.279,0.1208,0.043531828,0.0,1028.0,12.524
K2-197 b,Neptune-like,Transit,2018,2010–2020,0.022302,0.228,0.0806,0.022997946,0.0,808.0,12.199
K2-199 b,Super Earth,Transit,2018,2010–2020,0.021735,0.154316,0.0382,0.008761123,0.02,351.0,12.358
K2-199 c,Neptune-like,Transit,2018,2010–2020,0.039060000000000004,0.254,0.0662,0.020260096,0.03,351.0,12.358
K2-19 b,Neptune-like,Transit,2015,2010–2020,0.10206,0.624,0.074,0.02162902,0.2,945.0,13.024
K2-19 c,Neptune-like,Transit,2015,2010–2020,0.03402,0.366,0.0971,0.032580424,0.21,945.0,13.024
K2-19 d,Super Earth,Transit,2016,2010–2020,0.0315,0.09901200000000002,0.0344,0.0068446267,0.0,945.0,13.024
K2-212 b,Neptune-like,Transit,2018,2010–2020,0.0236565,0.236,0.0785,0.026830938,0.0,356.0,12.977
K2-214 b,Neptune-like,Transit,2018,2010–2020,0.020412000000000003,0.217,0.0834,0.023545519,0.0,981.0,11.806
K2-216 b,Super Earth,Transit,2018,2010–2020,0.0252,0.15610000000000002,0.028,0.006023272,0.0,377.0,12.403
K2-21 b,Neptune-like,Transit,2015,2010–2020,0.012726,0.164128,0.076,0.025462013,0.1,273.0,12.851
K2-21 c,Super Earth,Transit,2015,2010–2020,0.021294,0.222,0.107,0.042436685,0.21,273.0,12.851
K2-220 b,Neptune-like,Transit,2018,2010–2020,0.019844999999999998,0.213,0.1104,0.037508555,0.0,762.0,11.873
K2-222 b,Neptune-like,Transit,2018,2010–2020,0.019844999999999998,0.213,0.1211,0.042162903,0.0,331.0,9.543
K2-223 b,Terrestrial,Transit,2018,2010–2020,0.002016,0.079388,0.0127,0.0013689254,0.0,648.0,11.443
K2-223 c,Super Earth,Transit,2018,2010–2020,0.009009,0.1338,0.0549,0.012594113,0.0,648.0,11.443
K2-224 b,Super Earth,Transit,2018,2010–2020,0.0096075,0.139152,0.0516,0.0123203285,0.0,898.0,12.7
K2-224 c,Neptune-like,Transit,2018,2010–2020,0.0201285,0.215,0.0886,0.027652293,0.0,898.0,12.7
K2-225 b,Neptune-like,Transit,2018,2010–2020,0.0378,0.311,0.134,0.043531828,0.0,1167.0,11.836
K2-226 b,Super Earth,Transit,2018,2010–2020,0.009418500000000002,0.13736800000000002,0.0413,0.009034907,0.0,689.0,12.337
